price,brand,ram,ram_type,display_size,display_type,pixels,screen_rate,screen_panel,length,width,height,cpu_brand,gpu_brand,hdd,ssd,OS,weight,cpu_point,gpu_point,fingerprint_reader,web_camera
3049.99,LENOVO,64.0,DDR5,15.6,QHD,3686400.0,165.0,IPS,358.8,262.35,19.99,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.4,15486.0,8841.0,1.0,0.0
1819.0,ACER,32.0,DDR5,15.6,FHD,2073600.0,144.0,IPS,360.4,271.1,25.9,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.5,15486.0,8864.0,1.0,0.0
2359.99,ACER,32.0,DDR4,16.0,WQXGA,4096000.0,165.0,IPS,358.14,261.62,19.81,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.44,12390.0,8290.0,1.0,0.0
1099.99,DELL,16.0,DDR4,14.0,FHD+,2304000.0,60.0,IPS,314.0,227.5,15.7,AMD,AMD,0.0,1000.0,WINDOWS,1.55,10523.0,1129.0,1.0,0.0
719.99,LENOVO,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.2,235.8,19.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.7,5125.0,1435.0,1.0,0.0
1789.0,HP,64.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,323.3,214.6,17.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.32,5002.0,1097.0,1.0,0.0
4649.0,HP,64.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.9,228.0,18.4,INTEL,INTEL,0.0,8000.0,WINDOWS,1.82,5002.0,1097.0,1.0,0.0
989.0,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.0,242.0,17.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.7,9933.0,1435.0,1.0,0.0
3699.99,ASUS,64.0,DDR5,17.3,QHD,3686400.0,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,0.0,8000.0,WINDOWS,2.8,34357.0,10610.0,1.0,0.0
1429.0,ASUS,12.0,DDR4,17.3,HD+,1440000.0,60.0,TN,406.9,256.0,19.9,INTEL,INTEL,0.0,4000.0,WINDOWS,2.3,3240.0,425.0,1.0,0.0
1649.99,ACER,32.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,363.4,255.0,23.9,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.3,4666.0,5970.0,1.0,0.0
579.99,LENOVO,8.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,399.0,274.0,19.9,AMD,AMD,0.0,512.0,WINDOWS,2.04,7983.0,914.0,1.0,0.0
949.0,HP,16.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,325.1,216.6,17.0,AMD,AMD,0.0,1000.0,WINDOWS,1.41,10523.0,1129.0,1.0,0.0
679.99,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,TN,358.5,242.0,17.9,AMD,AMD,0.0,512.0,WINDOWS,1.74,7135.0,914.0,0.0,1.0
1029.99,DELL,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,235.56,17.5,INTEL,INTEL,0.0,1000.0,WINDOWS,1.73,5125.0,1435.0,1.0,0.0
749.99,DELL,24.0,DDR4,15.6,FHD,2073600.0,120.0,IPS,358.5,235.6,15.52,AMD,AMD,1000.0,512.0,WINDOWS,1.84,1839.0,451.0,1.0,0.0
699.99,DELL,8.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,363.9,249.0,18.0,AMD,AMD,1000.0,256.0,WINDOWS,1.96,2901.0,691.0,1.0,0.0
899.99,DELL,24.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,363.9,249.0,18.0,AMD,AMD,1000.0,512.0,WINDOWS,1.96,2901.0,691.0,1.0,0.0
689.0,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,242.0,17.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.74,5002.0,1097.0,0.0,1.0
800.0,DELL,8.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,235.56,17.5,AMD,AMD,0.0,1000.0,WINDOWS,1.71,2901.0,691.0,0.0,1.0
1499.0,ASUS,32.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,359.0,256.0,22.8,AMD,NVIDIA,2000.0,2000.0,WINDOWS,2.3,13081.0,7722.0,1.0,0.0
1149.0,HP,64.0,DDR4,17.3,HD+,1440000.0,60.0,TN,400.7,257.8,19.9,AMD,AMD,0.0,2000.0,WINDOWS,2.38,10523.0,1129.0,1.0,0.0
1349.0,ASUS,64.0,DDR5,15.6,FHD,2073600.0,144.0,IPS,354.0,251.0,22.4,AMD,NVIDIA,0.0,4000.0,WINDOWS,2.2,14193.0,5936.0,1.0,0.0
1189.0,DELL,64.0,DDR4,15.6,FHD,2073600.0,120.0,IPS,358.5,235.6,15.52,AMD,AMD,0.0,2000.0,WINDOWS,1.84,10523.0,1129.0,0.0,1.0
879.0,HP,16.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,400.7,257.8,19.9,AMD,AMD,0.0,1000.0,WINDOWS,2.38,7135.0,914.0,0.0,1.0
1199.0,HP,24.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.9,228.0,18.4,INTEL,INTEL,0.0,1000.0,WINDOWS,1.82,5481.0,1435.0,1.0,0.0
799.0,HP,16.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,19.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.75,5002.0,1097.0,0.0,1.0
3769.0,MSI,64.0,DDR5,15.6,QHD,3686400.0,240.0,IPS,358.3,248.0,18.3,INTEL,NVIDIA,0.0,4000.0,WINDOWS,2.1,16894.0,9638.0,1.0,0.0
679.0,LENOVO,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.2,236.5,19.9,AMD,AMD,0.0,512.0,WINDOWS,1.63,10523.0,1129.0,1.0,0.0
889.0,HP,32.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,400.7,257.8,19.9,AMD,AMD,0.0,1000.0,WINDOWS,2.38,7135.0,914.0,1.0,0.0
749.99,ACER,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,363.4,238.5,17.9,INTEL,INTEL,0.0,512.0,WINDOWS,1.65,5125.0,1435.0,1.0,0.0
1319.99,ACER,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,362.9,237.8,17.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.77,7885.0,1435.0,1.0,0.0
1134.99,HP,16.0,DDR4,17.3,HD+,1440000.0,60.0,TN,400.7,257.8,19.9,AMD,AMD,0.0,2000.0,WINDOWS,2.38,7983.0,914.0,1.0,0.0
1489.99,ASUS,40.0,DDR5,15.6,WQHD,3686400.0,165.0,IPS,355.0,243.0,19.9,AMD,NVIDIA,0.0,1000.0,WINDOWS,1.9,14300.0,8512.0,1.0,0.0
1154.99,ACER,16.0,DDR5,16.0,WQUXGA,9216000.0,60.0,OLED,356.7,242.3,12.95,AMD,AMD,0.0,2000.0,WINDOWS,1.17,10711.0,2282.0,1.0,0.0
949.99,LENOVO,16.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,324.0,220.7,17.9,AMD,AMD,0.0,2000.0,WINDOWS,1.64,8919.0,1129.0,0.0,1.0
4199.0,MSI,64.0,DDR5,17.0,QHD+,4096000.0,240.0,IPS,380.0,298.0,23.0,INTEL,NVIDIA,0.0,4000.0,WINDOWS,3.1,30647.0,19414.0,1.0,0.0
1139.99,HP,24.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,360.1,233.9,17.8,INTEL,INTEL,0.0,1000.0,WINDOWS,1.75,5125.0,1435.0,0.0,1.0
209.0,LENOVO,4.0,DDR4,14.0,HD,1049088.0,60.0,TN,325.3,216.5,17.9,INTEL,INTEL,0.0,256.0,WINDOWS,1.32,1456.0,148.0,1.0,0.0
599.0,LENOVO,8.0,DDR4,13.3,WUXGA,2304000.0,60.0,IPS,308.1,206.5,17.1,AMD,AMD,0.0,256.0,WINDOWS,1.32,7135.0,914.0,1.0,0.0
769.0,LENOVO,8.0,DDR4,15.6,FHD,2073600.0,120.0,IPS,363.0,259.6,23.5,AMD,NVIDIA,1000.0,256.0,WINDOWS,2.3,8648.0,3544.0,1.0,0.0
719.0,ASUS,8.0,LPDDR4X,14.0,FHD,2073600.0,60.0,IPS,319.0,210.0,14.3,AMD,NVIDIA,0.0,512.0,WINDOWS,1.13,7135.0,2140.0,1.0,0.0
909.99,DELL,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,235.56,17.5,INTEL,INTEL,1000.0,512.0,WINDOWS,1.73,5125.0,1435.0,1.0,0.0
699.99,ACER,8.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,363.4,238.5,17.9,INTEL,INTEL,0.0,128.0,WINDOWS,1.65,5002.0,1097.0,1.0,0.0
1849.0,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.9,229.1,18.54,INTEL,INTEL,0.0,2000.0,WINDOWS,1.7,9933.0,1435.0,1.0,0.0
4479.0,MSI,32.0,DDR5,15.6,QHD,3686400.0,240.0,IPS,358.0,267.0,23.4,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.38,15486.0,12769.0,1.0,0.0
1339.99,HP,64.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.0,242.0,17.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.7,5002.0,1097.0,1.0,0.0
559.0,HP,16.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,324.0,225.0,17.9,AMD,AMD,0.0,1000.0,WINDOWS,1.46,1839.0,451.0,0.0,1.0
899.99,ACER,20.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,403.5,263.7,20.9,INTEL,INTEL,0.0,1000.0,WINDOWS,2.5,5002.0,1097.0,1.0,0.0
1337.22,ACER,16.0,LPDDR4X,14.0,QHD+,4096000.0,60.0,IPS,320.04,210.82,16.0,INTEL,INTEL,0.0,1000.0,WINDOWS,1.25,9933.0,1435.0,0.0,1.0
977.99,DELL,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,361.0,240.9,18.0,INTEL,INTEL,0.0,2000.0,WINDOWS,1.79,5002.0,1097.0,1.0,0.0
849.0,DELL,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,235.56,17.5,INTEL,INTEL,0.0,1000.0,WINDOWS,1.73,5002.0,1097.0,1.0,0.0
1379.0,LG,16.0,LPDDR5,14.0,FHD+,2304000.0,60.0,IPS,312.0,213.9,16.8,INTEL,INTEL,0.0,512.0,WINDOWS,0.99,9933.0,1435.0,1.0,0.0
1049.99,LENOVO,24.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,365.0,240.0,18.9,INTEL,INTEL,0.0,512.0,WINDOWS,1.7,7916.0,1097.0,0.0,1.0
2999.0,MSI,64.0,DDR5,15.6,QHD,3686400.0,240.0,IPS,358.3,248.0,18.3,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.1,15486.0,9638.0,1.0,0.0
769.0,DELL,8.0,DDR5,15.6,FHD,2073600.0,120.0,IPS,357.26,272.11,26.9,INTEL,NVIDIA,0.0,256.0,WINDOWS,2.52,12159.0,5506.0,1.0,0.0
1549.0,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,360.1,233.9,17.8,INTEL,INTEL,0.0,2000.0,WINDOWS,1.75,9933.0,1435.0,1.0,0.0
859.99,LENOVO,20.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.2,236.5,19.9,AMD,AMD,0.0,256.0,WINDOWS,1.63,10523.0,1129.0,1.0,0.0
1049.0,LENOVO,40.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.2,236.5,19.9,AMD,AMD,0.0,1000.0,WINDOWS,1.63,10523.0,1129.0,1.0,0.0
959.0,LENOVO,40.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.2,235.8,19.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.7,5125.0,1435.0,1.0,0.0
2699.0,HP,64.0,DDR4,16.1,FHD,2073600.0,144.0,IPS,369.06,245.11,22.6,AMD,NVIDIA,0.0,512.0,WINDOWS,2.3,12472.0,4713.0,1.0,0.0
959.99,HP,24.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,242.0,19.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.75,5002.0,1097.0,1.0,0.0
1614.99,HP,16.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,19.9,INTEL,INTEL,0.0,4000.0,WINDOWS,1.75,5125.0,1435.0,1.0,0.0
1264.99,HP,16.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,19.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.75,5125.0,1435.0,1.0,0.0
2059.0,MSI,32.0,DDR4,15.6,FHD,2073600.0,144.0,IPS,358.0,267.0,23.4,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.38,12390.0,10741.0,1.0,0.0
731.99,LENOVO,40.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,399.0,274.0,19.9,AMD,AMD,0.0,1000.0,WINDOWS,2.04,7983.0,914.0,1.0,0.0
999.99,HP,16.0,LPDDR5,14.0,WQXGA,4096000.0,60.0,IPS,314.9,220.9,17.78,INTEL,INTEL,0.0,256.0,CHROME OS,1.51,7916.0,1097.0,1.0,0.0
1429.99,DELL,24.0,DDR4,16.0,WUXGA,2304000.0,60.0,IPS,356.78,251.9,15.67,INTEL,NVIDIA,0.0,1000.0,WINDOWS,1.97,9933.0,2814.0,1.0,0.0
3459.0,ACER,32.0,DDR5,15.6,QHD,3686400.0,240.0,IPS,359.4,276.4,25.9,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.5,15486.0,11652.0,1.0,0.0
1099.99,HP,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.0,242.0,17.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.7,9933.0,1435.0,1.0,0.0
1029.0,HP,64.0,DDR4,15.6,FHD,2073600.0,60.0,TN,358.0,242.0,17.9,INTEL,INTEL,0.0,512.0,WINDOWS,1.7,5002.0,1097.0,0.0,1.0
429.0,DELL,8.0,DDR4,15.6,HD,1049088.0,60.0,TN,363.9,249.0,18.0,INTEL,INTEL,1000.0,256.0,WINDOWS,1.83,842.0,112.0,0.0,1.0
2874.0,MSI,64.0,DDR4,15.6,FHD,2073600.0,240.0,IPS,357.0,247.0,19.0,AMD,AMD,0.0,1000.0,WINDOWS,1.9,12472.0,9521.0,1.0,0.0
1149.99,DELL,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,356.1,234.5,18.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.9,4666.0,378.0,1.0,0.0
4299.0,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,360.1,233.9,17.8,INTEL,INTEL,0.0,8000.0,WINDOWS,1.75,5125.0,1435.0,1.0,0.0
799.99,HP,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,242.0,19.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.75,5125.0,1435.0,1.0,0.0
999.0,HP,24.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,415.0,272.0,25.0,INTEL,INTEL,0.0,1000.0,WINDOWS,2.45,5002.0,1097.0,1.0,0.0
1959.99,LENOVO,40.0,DDR4,14.0,FHD+,2304000.0,60.0,IPS,317.7,227.36,17.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.24,9359.0,1435.0,1.0,0.0
1314.0,ASUS,16.0,LPDDR5,13.4,FHD+,2304000.0,120.0,IPS,299.0,222.0,15.8,AMD,NVIDIA,0.0,1000.0,WINDOWS,1.3,14300.0,4334.0,1.0,0.0
949.0,HP,8.0,DDR4,13.3,WUXGA,2304000.0,60.0,IPS,298.45,214.88,16.1,INTEL,INTEL,0.0,1000.0,WINDOWS,1.3,6875.0,1435.0,1.0,0.0
2000.0,DELL,16.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,321.35,208.69,16.9,INTEL,INTEL,0.0,512.0,WINDOWS,1.22,7885.0,1435.0,1.0,0.0
3459.0,LENOVO,32.0,DDR5,16.0,WQXGA,4096000.0,60.0,IPS,364.0,266.0,30.23,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.95,21007.0,5294.0,1.0,0.0
1115.0,HP,4.0,DDR4,13.3,HD,1049088.0,60.0,TN,306.8,208.3,17.5,INTEL,INTEL,0.0,256.0,WINDOWS,1.28,3056.0,378.0,0.0,1.0
1374.0,ASUS,16.0,DDR5,15.6,FHD,2073600.0,144.0,IPS,354.0,251.0,22.4,AMD,NVIDIA,0.0,2000.0,WINDOWS,2.2,13862.0,8530.0,1.0,0.0
1049.99,HP,8.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.4,233.9,19.9,INTEL,INTEL,0.0,256.0,WINDOWS,1.74,7916.0,1097.0,1.0,0.0
849.99,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,242.0,19.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.75,5125.0,1435.0,1.0,0.0
1509.99,HP,64.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,400.0,257.8,20.6,INTEL,INTEL,0.0,2000.0,WINDOWS,2.05,7885.0,1435.0,1.0,0.0
1105.0,LENOVO,8.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,357.0,235.0,18.9,AMD,AMD,0.0,256.0,WINDOWS,1.7,7135.0,914.0,1.0,0.0
1499.99,DELL,64.0,DDR4,15.6,FHD,2073600.0,120.0,IPS,357.26,272.11,21.21,AMD,NVIDIA,0.0,2000.0,WINDOWS,2.81,9513.0,5074.0,1.0,0.0
1649.0,ACER,16.0,DDR5,15.6,FHD,2073600.0,165.0,IPS,359.4,276.4,25.9,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.5,15486.0,8864.0,1.0,0.0
849.99,DELL,16.0,DDR4,14.0,FHD+,2304000.0,60.0,IPS,314.0,227.5,15.7,AMD,AMD,0.0,512.0,WINDOWS,1.55,7983.0,914.0,1.0,0.0
1029.99,HP,8.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.0,242.0,19.0,INTEL,INTEL,0.0,1000.0,WINDOWS,1.7,7916.0,1097.0,0.0,1.0
1484.0,HP,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,360.1,233.9,17.8,INTEL,INTEL,0.0,2000.0,WINDOWS,1.75,5125.0,1435.0,1.0,0.0
4089.0,HP,16.0,DDR4,16.1,FHD,2073600.0,144.0,IPS,369.06,245.11,22.6,AMD,NVIDIA,0.0,8000.0,WINDOWS,2.3,12472.0,4713.0,1.0,0.0
2459.99,ASUS,64.0,DDR5,17.3,QHD,3686400.0,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,0.0,2000.0,WINDOWS,2.8,34357.0,10610.0,1.0,0.0
589.99,DELL,16.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,235.56,17.5,AMD,AMD,0.0,2000.0,WINDOWS,1.71,2901.0,691.0,1.0,0.0
919.99,HP,16.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,19.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.75,5125.0,1435.0,1.0,0.0
5719.99,MSI,64.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.1,259.08,24.89,INTEL,NVIDIA,0.0,8000.0,WINDOWS,2.1,12390.0,5294.0,1.0,0.0
744.99,HP,8.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,400.0,257.8,20.6,INTEL,INTEL,0.0,512.0,WINDOWS,2.05,5002.0,1097.0,1.0,0.0
1799.99,MSI,32.0,DDR4,17.3,FHD,2073600.0,144.0,IPS,398.0,273.0,25.2,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.6,15486.0,8290.0,1.0,0.0
6654.99,MSI,64.0,DDR5,17.3,4K UHD,8294400.0,144.0,IPS,397.0,330.0,23.0,INTEL,NVIDIA,0.0,8000.0,WINDOWS,3.3,30647.0,19414.0,1.0,0.0
799.99,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.0,242.0,17.9,INTEL,INTEL,0.0,512.0,WINDOWS,1.7,7885.0,1435.0,0.0,1.0
1099.0,DELL,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,235.56,17.5,INTEL,INTEL,0.0,1000.0,WINDOWS,1.73,5125.0,1435.0,0.0,1.0
1052.99,LENOVO,16.0,LPDDR5,16.0,2.5K,3686400.0,60.0,IPS,361.51,249.65,19.2,INTEL,INTEL,0.0,512.0,WINDOWS,2.1,9933.0,1435.0,1.0,0.0
1199.99,LENOVO,32.0,DDR4,14.0,FHD,2073600.0,60.0,IPS,331.0,235.0,19.1,INTEL,INTEL,0.0,2000.0,WINDOWS,1.6,5125.0,1435.0,1.0,0.0
729.99,DELL,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,235.56,17.5,INTEL,INTEL,0.0,2000.0,WINDOWS,1.73,3240.0,425.0,0.0,1.0
749.0,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.5,242.0,17.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.74,5002.0,1097.0,0.0,1.0
749.0,HP,16.0,DDR4,15.6,FHD,2073600.0,60.0,TN,358.0,242.0,17.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.7,5002.0,1097.0,0.0,1.0
1379.99,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.4,233.9,19.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.74,7916.0,1097.0,0.0,1.0
1249.0,HP,24.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.9,228.0,18.4,INTEL,INTEL,0.0,1000.0,WINDOWS,1.82,5481.0,1435.0,1.0,0.0
769.99,HP,12.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.0,242.0,17.9,INTEL,INTEL,0.0,256.0,WINDOWS,1.7,5125.0,1435.0,1.0,0.0
1589.99,HP,64.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.0,242.0,19.0,INTEL,INTEL,0.0,1000.0,WINDOWS,1.7,7885.0,1435.0,1.0,0.0
2299.0,ASUS,64.0,DDR4,15.6,FHD,2073600.0,300.0,IPS,355.0,260.0,22.6,AMD,NVIDIA,0.0,2000.0,WINDOWS,2.3,13081.0,11441.0,1.0,0.0
546.99,HP,8.0,DDR4,15.6,FHD,2073600.0,60.0,TN,358.5,242.0,17.9,AMD,AMD,0.0,256.0,WINDOWS,1.74,7135.0,914.0,0.0,1.0
539.0,HP,16.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,360.1,233.9,17.8,AMD,AMD,0.0,256.0,WINDOWS,1.75,7983.0,914.0,0.0,1.0
2009.0,ACER,32.0,DDR5,15.6,FHD,2073600.0,165.0,IPS,359.4,276.4,25.9,INTEL,NVIDIA,0.0,2000.0,WINDOWS,2.5,15486.0,8864.0,1.0,0.0
1299.0,DELL,16.0,DDR4,14.0,FHD+,2304000.0,60.0,IPS,314.0,227.5,15.7,INTEL,INTEL,0.0,1000.0,WINDOWS,1.55,7885.0,1435.0,1.0,0.0
449.0,DELL,8.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,235.6,16.96,INTEL,INTEL,0.0,128.0,WINDOWS,1.9,1456.0,148.0,0.0,1.0
3579.99,MSI,64.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.1,259.08,24.89,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.1,12390.0,5294.0,1.0,0.0
1404.99,HP,64.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,19.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.75,5125.0,1435.0,1.0,0.0
4299.0,MSI,64.0,DDR5,17.0,QHD+,4096000.0,240.0,IPS,380.0,298.0,23.0,INTEL,NVIDIA,0.0,2000.0,WINDOWS,3.1,30647.0,19414.0,1.0,0.0
1699.99,HP,64.0,DDR4,17.3,HD+,1440000.0,60.0,TN,400.0,257.8,20.6,INTEL,INTEL,0.0,2000.0,WINDOWS,2.05,7885.0,1435.0,1.0,0.0
326.99,HP,4.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,19.9,INTEL,INTEL,0.0,128.0,WINDOWS,1.75,1259.0,112.0,0.0,1.0
1699.99,MSI,16.0,DDR5,15.6,FHD,2073600.0,240.0,IPS,359.0,259.0,24.9,INTEL,NVIDIA,0.0,1000.0,WINDOWS,2.25,16894.0,9638.0,1.0,0.0
299.0,LENOVO,4.0,DDR4,11.6,HD,1049088.0,60.0,IPS,290.0,204.0,20.9,INTEL,INTEL,0.0,64.0,WINDOWS,1.31,1259.0,112.0,1.0,0.0
2299.99,ASUS,32.0,DDR5,17.3,QHD,3686400.0,240.0,IPS,395.0,282.0,23.4,AMD,NVIDIA,0.0,2000.0,WINDOWS,2.8,34357.0,10610.0,1.0,0.0
789.0,HP,12.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,19.9,INTEL,INTEL,0.0,512.0,WINDOWS,1.75,5125.0,1435.0,1.0,0.0
579.0,HP,12.0,DDR4,15.6,FHD,2073600.0,60.0,TN,358.5,242.0,17.9,AMD,AMD,0.0,512.0,WINDOWS,1.74,7135.0,914.0,0.0,1.0
1339.99,DELL,64.0,DDR4,16.0,WUXGA,2304000.0,60.0,IPS,356.78,251.88,15.9,INTEL,INTEL,0.0,512.0,WINDOWS,2.06,9933.0,1435.0,1.0,0.0
639.0,LENOVO,24.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,399.0,274.0,19.9,AMD,AMD,0.0,512.0,WINDOWS,2.04,7983.0,914.0,1.0,0.0
689.0,LENOVO,8.0,DDR4,15.6,FHD,2073600.0,120.0,IPS,363.0,259.6,23.5,AMD,NVIDIA,0.0,512.0,WINDOWS,2.3,8648.0,3544.0,1.0,0.0
6129.99,ASUS,64.0,DDR5,16.0,WQXGA,4096000.0,240.0,IPS,354.0,264.0,22.6,INTEL,NVIDIA,0.0,8000.0,WINDOWS,2.5,30647.0,21036.0,1.0,0.0
899.0,DELL,16.0,DDR4,15.6,HD,1049088.0,60.0,TN,361.0,240.9,18.0,INTEL,INTEL,0.0,2000.0,WINDOWS,1.79,5002.0,1097.0,0.0,1.0
794.99,HP,16.0,DDR4,17.3,FHD,2073600.0,60.0,IPS,400.7,257.8,19.9,AMD,AMD,0.0,256.0,WINDOWS,2.38,7135.0,914.0,1.0,0.0
922.47,HP,8.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,17.9,AMD,AMD,0.0,512.0,WINDOWS,1.74,1839.0,451.0,0.0,1.0
1019.99,LENOVO,40.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,359.2,236.5,19.9,AMD,AMD,0.0,512.0,WINDOWS,1.63,10523.0,1129.0,1.0,0.0
759.0,HP,16.0,DDR4,15.6,HD,1049088.0,60.0,TN,358.5,242.0,19.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.75,5002.0,1097.0,0.0,1.0
1289.99,HP,16.0,DDR4,17.3,HD+,1440000.0,60.0,TN,400.7,257.8,19.9,AMD,AMD,0.0,4000.0,WINDOWS,2.38,7983.0,914.0,1.0,0.0
824.99,HP,32.0,DDR4,14.0,HD,1049088.0,60.0,TN,324.0,225.0,17.9,INTEL,INTEL,0.0,1000.0,WINDOWS,1.46,2015.0,378.0,0.0,1.0
1339.99,HP,32.0,DDR4,15.6,FHD,2073600.0,60.0,IPS,358.0,242.0,17.9,INTEL,INTEL,0.0,2000.0,WINDOWS,1.7,5125.0,1435.0,1.0,0.0
